#    L    TT             EE             TE             PP             TP          
  1728   0.375967E+03   0.984471E+01  -0.290616E+02   0.873222E+05   0.134334E+01
  1729   0.376233E+03   0.973274E+01  -0.288401E+02   0.872104E+05   0.134110E+01
  1730   0.376465E+03   0.962138E+01  -0.286125E+02   0.870986E+05   0.133981E+01
  1731   0.376690E+03   0.951136E+01  -0.283816E+02   0.869871E+05   0.133946E+01
  1732   0.376894E+03   0.940269E+01  -0.281445E+02   0.868758E+05   0.134004E+01
  1733   0.377085E+03   0.929611E+01  -0.279035E+02   0.867646E+05   0.134155E+01
  1734   0.377256E+03   0.919013E+01  -0.276578E+02   0.866536E+05   0.134399E+01
  1735   0.377405E+03   0.908625E+01  -0.274066E+02   0.865428E+05   0.134735E+01
  1736   0.377541E+03   0.898298E+01  -0.271528E+02   0.864322E+05   0.135162E+01
  1737   0.377656E+03   0.888254E+01  -0.268936E+02   0.863218E+05   0.135679E+01
  1738   0.377750E+03   0.878271E+01  -0.266304E+02   0.862116E+05   0.136287E+01
  1739   0.377838E+03   0.868498E+01  -0.263638E+02   0.861015E+05   0.136985E+01
  1740   0.377890E+03   0.858860E+01  -0.260933E+02   0.859916E+05   0.137771E+01
  1741   0.377943E+03   0.849357E+01  -0.258179E+02   0.858819E+05   0.138647E+01
  1742   0.377961E+03   0.840065E+01  -0.255407E+02   0.857724E+05   0.139610E+01
  1743   0.377964E+03   0.830907E+01  -0.252587E+02   0.856630E+05   0.140661E+01
  1744   0.377947E+03   0.821960E+01  -0.249740E+02   0.855539E+05   0.141799E+01
  1745   0.377909E+03   0.813075E+01  -0.246860E+02   0.854449E+05   0.143023E+01
  1746   0.377849E+03   0.804473E+01  -0.243947E+02   0.853361E+05   0.144333E+01
  1747   0.377776E+03   0.796082E+01  -0.241007E+02   0.852274E+05   0.145729E+01
  1748   0.377674E+03   0.787901E+01  -0.238041E+02   0.851190E+05   0.147209E+01
  1749   0.377551E+03   0.779782E+01  -0.235033E+02   0.850107E+05   0.148773E+01
  1750   0.377406E+03   0.771873E+01  -0.232014E+02   0.849026E+05   0.150422E+01
  1751   0.377241E+03   0.764101E+01  -0.228975E+02   0.847947E+05   0.152153E+01
  1752   0.377061E+03   0.756465E+01  -0.225895E+02   0.846869E+05   0.153966E+01
  1753   0.376860E+03   0.748966E+01  -0.222810E+02   0.845794E+05   0.155861E+01
  1754   0.376638E+03   0.741752E+01  -0.219699E+02   0.844720E+05   0.157836E+01
  1755   0.376394E+03   0.734802E+01  -0.216568E+02   0.843648E+05   0.159891E+01
  1756   0.376137E+03   0.727937E+01  -0.213418E+02   0.842577E+05   0.162024E+01
  1757   0.375850E+03   0.721270E+01  -0.210256E+02   0.841508E+05   0.164235E+01
  1758   0.375534E+03   0.714785E+01  -0.207082E+02   0.840441E+05   0.166523E+01
  1759   0.375212E+03   0.708498E+01  -0.203896E+02   0.839376E+05   0.168886E+01
  1760   0.374860E+03   0.702417E+01  -0.200690E+02   0.838313E+05   0.171324E+01
  1761   0.374487E+03   0.696526E+01  -0.197480E+02   0.837251E+05   0.173837E+01
  1762   0.374093E+03   0.690819E+01  -0.194258E+02   0.836191E+05   0.176422E+01
  1763   0.373683E+03   0.685326E+01  -0.191024E+02   0.835133E+05   0.179080E+01
  1764   0.373260E+03   0.680040E+01  -0.187793E+02   0.834076E+05   0.181809E+01
  1765   0.372800E+03   0.674930E+01  -0.184550E+02   0.833021E+05   0.184609E+01
  1766   0.372325E+03   0.670012E+01  -0.181310E+02   0.831968E+05   0.187477E+01
  1767   0.371828E+03   0.665287E+01  -0.178058E+02   0.830917E+05   0.190415E+01
  1768   0.371310E+03   0.660770E+01  -0.174809E+02   0.829867E+05   0.193420E+01
  1769   0.370777E+03   0.656446E+01  -0.171570E+02   0.828819E+05   0.196491E+01
  1770   0.370214E+03   0.652307E+01  -0.168319E+02   0.827773E+05   0.199629E+01
  1771   0.369637E+03   0.648377E+01  -0.165078E+02   0.826728E+05   0.202831E+01
  1772   0.369045E+03   0.644633E+01  -0.161847E+02   0.825685E+05   0.206098E+01
  1773   0.368416E+03   0.641083E+01  -0.158605E+02   0.824644E+05   0.209427E+01
  1774   0.367780E+03   0.637735E+01  -0.155387E+02   0.823604E+05   0.212819E+01
  1775   0.367121E+03   0.634581E+01  -0.152173E+02   0.822566E+05   0.216272E+01
  1776   0.366448E+03   0.631615E+01  -0.148961E+02   0.821530E+05   0.219785E+01
  1777   0.365737E+03   0.628859E+01  -0.145774E+02   0.820495E+05   0.223357E+01
  1778   0.365019E+03   0.626283E+01  -0.142590E+02   0.819463E+05   0.226988E+01
  1779   0.364279E+03   0.623911E+01  -0.139423E+02   0.818431E+05   0.230677E+01
  1780   0.363523E+03   0.621727E+01  -0.136267E+02   0.817402E+05   0.234423E+01
  1781   0.362753E+03   0.619731E+01  -0.133128E+02   0.816374E+05   0.238224E+01
  1782   0.361945E+03   0.617933E+01  -0.130007E+02   0.815348E+05   0.242080E+01
  1783   0.361129E+03   0.616323E+01  -0.126903E+02   0.814323E+05   0.245990E+01
  1784   0.360306E+03   0.614895E+01  -0.123810E+02   0.813300E+05   0.249953E+01
  1785   0.359453E+03   0.613665E+01  -0.120749E+02   0.812279E+05   0.253968E+01
  1786   0.358584E+03   0.612617E+01  -0.117706E+02   0.811259E+05   0.258034E+01
  1787   0.357700E+03   0.611767E+01  -0.114680E+02   0.810241E+05   0.262150E+01
  1788   0.356801E+03   0.611093E+01  -0.111694E+02   0.809225E+05   0.266316E+01
  1789   0.355878E+03   0.610603E+01  -0.108718E+02   0.808210E+05   0.270531E+01
  1790   0.354933E+03   0.610296E+01  -0.105775E+02   0.807197E+05   0.274793E+01
  1791   0.353980E+03   0.610165E+01  -0.102864E+02   0.806186E+05   0.279102E+01
  1792   0.353012E+03   0.610219E+01  -0.999704E+01   0.805176E+05   0.283456E+01
  1793   0.352013E+03   0.610450E+01  -0.971093E+01   0.804168E+05   0.287855E+01
  1794   0.351013E+03   0.610850E+01  -0.942805E+01   0.803161E+05   0.292298E+01
  1795   0.349998E+03   0.611443E+01  -0.914841E+01   0.802156E+05   0.296784E+01
  1796   0.348937E+03   0.612200E+01  -0.887126E+01   0.801153E+05   0.301312E+01
  1797   0.347898E+03   0.613119E+01  -0.859809E+01   0.800151E+05   0.305882E+01
  1798   0.346828E+03   0.614209E+01  -0.832742E+01   0.799151E+05   0.310491E+01
  1799   0.345743E+03   0.615478E+01  -0.806071E+01   0.798152E+05   0.315140E+01
  1800   0.344649E+03   0.616912E+01  -0.779799E+01   0.797155E+05   0.319828E+01
  1801   0.343546E+03   0.618502E+01  -0.753820E+01   0.796160E+05   0.324553E+01
  1802   0.342435E+03   0.620249E+01  -0.728254E+01   0.795166E+05   0.329314E+01
  1803   0.341301E+03   0.622161E+01  -0.703117E+01   0.794173E+05   0.334112E+01
  1804   0.340144E+03   0.624223E+01  -0.678268E+01   0.793183E+05   0.338945E+01
  1805   0.338978E+03   0.626450E+01  -0.653864E+01   0.792194E+05   0.343812E+01
  1806   0.337811E+03   0.628835E+01  -0.629862E+01   0.791206E+05   0.348713E+01
  1807   0.336620E+03   0.631371E+01  -0.606285E+01   0.790220E+05   0.353646E+01
  1808   0.335421E+03   0.634035E+01  -0.583111E+01   0.789236E+05   0.358612E+01
  1809   0.334214E+03   0.636836E+01  -0.560378E+01   0.788253E+05   0.363609E+01
  1810   0.332997E+03   0.639796E+01  -0.538086E+01   0.787272E+05   0.368636E+01
  1811   0.331758E+03   0.642892E+01  -0.516230E+01   0.786292E+05   0.373693E+01
  1812   0.330517E+03   0.646133E+01  -0.494840E+01   0.785314E+05   0.378779E+01
  1813   0.329268E+03   0.649504E+01  -0.473901E+01   0.784337E+05   0.383893E+01
  1814   0.328003E+03   0.653004E+01  -0.453430E+01   0.783362E+05   0.389034E+01
  1815   0.326736E+03   0.656635E+01  -0.433427E+01   0.782389E+05   0.394202E+01
  1816   0.325461E+03   0.660389E+01  -0.413915E+01   0.781417E+05   0.399396E+01
  1817   0.324170E+03   0.664266E+01  -0.394865E+01   0.780446E+05   0.404614E+01
  1818   0.322870E+03   0.668266E+01  -0.376309E+01   0.779478E+05   0.409857E+01
  1819   0.321547E+03   0.672397E+01  -0.358253E+01   0.778510E+05   0.415123E+01
  1820   0.320237E+03   0.676623E+01  -0.340692E+01   0.777544E+05   0.420412E+01
  1821   0.318926E+03   0.680972E+01  -0.323634E+01   0.776580E+05   0.425723E+01
  1822   0.317598E+03   0.685423E+01  -0.307087E+01   0.775617E+05   0.431054E+01
  1823   0.316292E+03   0.689992E+01  -0.291051E+01   0.774656E+05   0.436406E+01
  1824   0.314955E+03   0.694633E+01  -0.275521E+01   0.773696E+05   0.441778E+01
  1825   0.313616E+03   0.699369E+01  -0.260526E+01   0.772738E+05   0.447168E+01
  1826   0.312269E+03   0.704282E+01  -0.246045E+01   0.771781E+05   0.452576E+01
  1827   0.310928E+03   0.709254E+01  -0.232087E+01   0.770826E+05   0.458001E+01
  1828   0.309570E+03   0.714306E+01  -0.218667E+01   0.769873E+05   0.463443E+01
  1829   0.308211E+03   0.719366E+01  -0.205771E+01   0.768920E+05   0.468900E+01
  1830   0.306851E+03   0.724655E+01  -0.193407E+01   0.767970E+05   0.474372E+01
  1831   0.305490E+03   0.729952E+01  -0.181583E+01   0.767020E+05   0.479858E+01
  1832   0.304119E+03   0.735331E+01  -0.170301E+01   0.766073E+05   0.485357E+01
  1833   0.302755E+03   0.740791E+01  -0.159547E+01   0.765126E+05   0.490869E+01
  1834   0.301389E+03   0.746260E+01  -0.149357E+01   0.764182E+05   0.496392E+01
  1835   0.300014E+03   0.751885E+01  -0.139681E+01   0.763238E+05   0.501926E+01
  1836   0.298638E+03   0.757667E+01  -0.130573E+01   0.762297E+05   0.507470E+01
  1837   0.297267E+03   0.763309E+01  -0.122002E+01   0.761356E+05   0.513024E+01
  1838   0.295895E+03   0.769108E+01  -0.113984E+01   0.760417E+05   0.518586E+01
  1839   0.294515E+03   0.774991E+01  -0.106506E+01   0.759480E+05   0.524155E+01
  1840   0.293147E+03   0.780809E+01  -0.995836E+00   0.758544E+05   0.529732E+01
  1841   0.291778E+03   0.786785E+01  -0.932021E+00   0.757610E+05   0.535315E+01
  1842   0.290408E+03   0.792770E+01  -0.873699E+00   0.756677E+05   0.540903E+01
  1843   0.289036E+03   0.798765E+01  -0.820878E+00   0.755745E+05   0.546496E+01
  1844   0.287670E+03   0.804845E+01  -0.773418E+00   0.754815E+05   0.552092E+01
  1845   0.286324E+03   0.810934E+01  -0.731477E+00   0.753886E+05   0.557692E+01
  1846   0.284955E+03   0.817109E+01  -0.694838E+00   0.752959E+05   0.563294E+01
  1847   0.283599E+03   0.823294E+01  -0.663807E+00   0.752033E+05   0.568897E+01
  1848   0.282241E+03   0.829490E+01  -0.638021E+00   0.751109E+05   0.574501E+01
  1849   0.280889E+03   0.835698E+01  -0.617636E+00   0.750186E+05   0.580105E+01
  1850   0.279543E+03   0.841916E+01  -0.602587E+00   0.749265E+05   0.585708E+01
  1851   0.278180E+03   0.848221E+01  -0.592881E+00   0.748345E+05   0.591309E+01
  1852   0.276853E+03   0.854611E+01  -0.588526E+00   0.747426E+05   0.596908E+01
  1853   0.275509E+03   0.860864E+01  -0.589382E+00   0.746509E+05   0.602503E+01
  1854   0.274179E+03   0.867129E+01  -0.595605E+00   0.745593E+05   0.608093E+01
  1855   0.272854E+03   0.873331E+01  -0.606982E+00   0.744679E+05   0.613679E+01
  1856   0.271543E+03   0.879618E+01  -0.623445E+00   0.743766E+05   0.619258E+01
  1857   0.270230E+03   0.885991E+01  -0.645151E+00   0.742854E+05   0.624829E+01
  1858   0.268923E+03   0.892227E+01  -0.671960E+00   0.741944E+05   0.630393E+01
  1859   0.267629E+03   0.898548E+01  -0.703955E+00   0.741036E+05   0.635947E+01
  1860   0.266334E+03   0.904733E+01  -0.740846E+00   0.740128E+05   0.641492E+01
  1861   0.265059E+03   0.911002E+01  -0.782864E+00   0.739222E+05   0.647025E+01
  1862   0.263791E+03   0.917209E+01  -0.829720E+00   0.738318E+05   0.652547E+01
  1863   0.262514E+03   0.923426E+01  -0.881423E+00   0.737415E+05   0.658056E+01
  1864   0.261265E+03   0.929729E+01  -0.938054E+00   0.736513E+05   0.663552E+01
  1865   0.260014E+03   0.935895E+01  -0.999474E+00   0.735613E+05   0.669032E+01
  1866   0.258784E+03   0.941997E+01  -0.106569E+01   0.734714E+05   0.674497E+01
  1867   0.257546E+03   0.948111E+01  -0.113641E+01   0.733816E+05   0.679946E+01
  1868   0.256328E+03   0.954161E+01  -0.121195E+01   0.732920E+05   0.685377E+01
  1869   0.255124E+03   0.960147E+01  -0.129194E+01   0.732025E+05   0.690790E+01
  1870   0.253926E+03   0.966145E+01  -0.137660E+01   0.731132E+05   0.696184E+01
  1871   0.252735E+03   0.972154E+01  -0.146558E+01   0.730240E+05   0.701558E+01
  1872   0.251564E+03   0.978024E+01  -0.155912E+01   0.729349E+05   0.706910E+01
  1873   0.250399E+03   0.983906E+01  -0.165691E+01   0.728460E+05   0.712241E+01
  1874   0.249248E+03   0.989650E+01  -0.175904E+01   0.727572E+05   0.717548E+01
  1875   0.248110E+03   0.995404E+01  -0.186537E+01   0.726685E+05   0.722832E+01
  1876   0.246979E+03   0.100110E+02  -0.197576E+01   0.725800E+05   0.728091E+01
  1877   0.245861E+03   0.100672E+02  -0.209030E+01   0.724916E+05   0.733324E+01
  1878   0.244750E+03   0.101221E+02  -0.220884E+01   0.724034E+05   0.738531E+01
  1879   0.243659E+03   0.101764E+02  -0.233116E+01   0.723152E+05   0.743710E+01
  1880   0.242582E+03   0.102300E+02  -0.245751E+01   0.722273E+05   0.748861E+01
  1881   0.241519E+03   0.102830E+02  -0.258750E+01   0.721394E+05   0.753982E+01
  1882   0.240463E+03   0.103361E+02  -0.272117E+01   0.720517E+05   0.759073E+01
  1883   0.239427E+03   0.103870E+02  -0.285850E+01   0.719641E+05   0.764133E+01
  1884   0.238405E+03   0.104389E+02  -0.299937E+01   0.718767E+05   0.769160E+01
  1885   0.237397E+03   0.104885E+02  -0.314377E+01   0.717894E+05   0.774155E+01
  1886   0.236395E+03   0.105383E+02  -0.329143E+01   0.717022E+05   0.779115E+01
  1887   0.235407E+03   0.105867E+02  -0.344257E+01   0.716151E+05   0.784041E+01
  1888   0.234448E+03   0.106338E+02  -0.359682E+01   0.715282E+05   0.788930E+01
  1889   0.233488E+03   0.106802E+02  -0.375428E+01   0.714414E+05   0.793783E+01
  1890   0.232549E+03   0.107259E+02  -0.391486E+01   0.713548E+05   0.798598E+01
  1891   0.231631E+03   0.107710E+02  -0.407830E+01   0.712682E+05   0.803375E+01
  1892   0.230720E+03   0.108147E+02  -0.424481E+01   0.711819E+05   0.808112E+01
  1893   0.229823E+03   0.108578E+02  -0.441396E+01   0.710956E+05   0.812808E+01
  1894   0.228947E+03   0.108995E+02  -0.458575E+01   0.710095E+05   0.817464E+01
  1895   0.228077E+03   0.109406E+02  -0.476028E+01   0.709235E+05   0.822076E+01
  1896   0.227229E+03   0.109810E+02  -0.493739E+01   0.708376E+05   0.826646E+01
  1897   0.226402E+03   0.110193E+02  -0.511695E+01   0.707519E+05   0.831171E+01
  1898   0.225582E+03   0.110569E+02  -0.529904E+01   0.706662E+05   0.835652E+01
  1899   0.224784E+03   0.110939E+02  -0.548330E+01   0.705808E+05   0.840086E+01
  1900   0.223991E+03   0.111288E+02  -0.566989E+01   0.704954E+05   0.844473E+01
  1901   0.223221E+03   0.111630E+02  -0.585873E+01   0.704102E+05   0.848813E+01
  1902   0.222472E+03   0.111958E+02  -0.604953E+01   0.703251E+05   0.853105E+01
  1903   0.221729E+03   0.112273E+02  -0.624199E+01   0.702401E+05   0.857350E+01
  1904   0.221023E+03   0.112588E+02  -0.643583E+01   0.701553E+05   0.861549E+01
  1905   0.220301E+03   0.112882E+02  -0.663222E+01   0.700706E+05   0.865701E+01
  1906   0.219609E+03   0.113162E+02  -0.683044E+01   0.699860E+05   0.869806E+01
  1907   0.218938E+03   0.113443E+02  -0.702898E+01   0.699015E+05   0.873867E+01
  1908   0.218281E+03   0.113702E+02  -0.723009E+01   0.698172E+05   0.877882E+01
  1909   0.217631E+03   0.113948E+02  -0.743153E+01   0.697330E+05   0.881852E+01
  1910   0.217003E+03   0.114194E+02  -0.763479E+01   0.696489E+05   0.885777E+01
  1911   0.216397E+03   0.114419E+02  -0.783987E+01   0.695650E+05   0.889659E+01
  1912   0.215805E+03   0.114629E+02  -0.804455E+01   0.694811E+05   0.893496E+01
  1913   0.215235E+03   0.114826E+02  -0.825030E+01   0.693974E+05   0.897290E+01
  1914   0.214672E+03   0.115008E+02  -0.845714E+01   0.693139E+05   0.901041E+01
  1915   0.214130E+03   0.115184E+02  -0.866507E+01   0.692304E+05   0.904750E+01
  1916   0.213596E+03   0.115345E+02  -0.887333E+01   0.691471E+05   0.908416E+01
  1917   0.213091E+03   0.115485E+02  -0.908268E+01   0.690639E+05   0.912040E+01
  1918   0.212593E+03   0.115626E+02  -0.929237E+01   0.689808E+05   0.915622E+01
  1919   0.212118E+03   0.115744E+02  -0.950241E+01   0.688979E+05   0.919164E+01
  1920   0.211656E+03   0.115849E+02  -0.971279E+01   0.688150E+05   0.922664E+01
  1921   0.211202E+03   0.115947E+02  -0.992277E+01   0.687323E+05   0.926124E+01
  1922   0.210778E+03   0.116023E+02  -0.101331E+02   0.686497E+05   0.929544E+01
  1923   0.210361E+03   0.116092E+02  -0.103430E+02   0.685673E+05   0.932924E+01
  1924   0.209951E+03   0.116146E+02  -0.105533E+02   0.684849E+05   0.936264E+01
  1925   0.209578E+03   0.116179E+02  -0.107640E+02   0.684027E+05   0.939566E+01
  1926   0.209205E+03   0.116213E+02  -0.109735E+02   0.683206E+05   0.942829E+01
  1927   0.208840E+03   0.116232E+02  -0.111841E+02   0.682387E+05   0.946054E+01
  1928   0.208511E+03   0.116236E+02  -0.113913E+02   0.681568E+05   0.949241E+01
  1929   0.208183E+03   0.116226E+02  -0.116004E+02   0.680751E+05   0.952390E+01
  1930   0.207877E+03   0.116202E+02  -0.118076E+02   0.679935E+05   0.955502E+01
  1931   0.207593E+03   0.116156E+02  -0.120144E+02   0.679120E+05   0.958578E+01
  1932   0.207317E+03   0.116110E+02  -0.122201E+02   0.678306E+05   0.961616E+01
  1933   0.207056E+03   0.116042E+02  -0.124254E+02   0.677494E+05   0.964619E+01
  1934   0.206809E+03   0.115967E+02  -0.126295E+02   0.676683E+05   0.967587E+01
  1935   0.206578E+03   0.115870E+02  -0.128326E+02   0.675873E+05   0.970518E+01
  1936   0.206362E+03   0.115774E+02  -0.130345E+02   0.675064E+05   0.973415E+01
  1937   0.206154E+03   0.115640E+02  -0.132345E+02   0.674256E+05   0.976278E+01
  1938   0.205968E+03   0.115514E+02  -0.134335E+02   0.673450E+05   0.979106E+01
  1939   0.205797E+03   0.115366E+02  -0.136313E+02   0.672644E+05   0.981900E+01
  1940   0.205634E+03   0.115211E+02  -0.138280E+02   0.671840E+05   0.984661E+01
  1941   0.205494E+03   0.115041E+02  -0.140221E+02   0.671037E+05   0.987389E+01
  1942   0.205354E+03   0.114856E+02  -0.142150E+02   0.670236E+05   0.990084E+01
  1943   0.205237E+03   0.114665E+02  -0.144069E+02   0.669435E+05   0.992746E+01
  1944   0.205135E+03   0.114443E+02  -0.145961E+02   0.668636E+05   0.995377E+01
  1945   0.205034E+03   0.114229E+02  -0.147827E+02   0.667838E+05   0.997976E+01
  1946   0.204956E+03   0.113993E+02  -0.149690E+02   0.667041E+05   0.100054E+02
  1947   0.204878E+03   0.113749E+02  -0.151519E+02   0.666245E+05   0.100308E+02
  1948   0.204830E+03   0.113491E+02  -0.153337E+02   0.665450E+05   0.100559E+02
  1949   0.204783E+03   0.113210E+02  -0.155122E+02   0.664657E+05   0.100806E+02
  1950   0.204751E+03   0.112929E+02  -0.156896E+02   0.663864E+05   0.101051E+02
  1951   0.204735E+03   0.112641E+02  -0.158636E+02   0.663073E+05   0.101293E+02
  1952   0.204727E+03   0.112323E+02  -0.160358E+02   0.662283E+05   0.101531E+02
  1953   0.204735E+03   0.112005E+02  -0.162053E+02   0.661494E+05   0.101767E+02
  1954   0.204751E+03   0.111672E+02  -0.163722E+02   0.660706E+05   0.101999E+02
  1955   0.204775E+03   0.111332E+02  -0.165373E+02   0.659920E+05   0.102229E+02
  1956   0.204807E+03   0.110976E+02  -0.166990E+02   0.659134E+05   0.102455E+02
  1957   0.204884E+03   0.110606E+02  -0.168581E+02   0.658350E+05   0.102678E+02
  1958   0.204917E+03   0.110227E+02  -0.170145E+02   0.657567E+05   0.102897E+02
  1959   0.204989E+03   0.109834E+02  -0.171683E+02   0.656785E+05   0.103113E+02
  1960   0.205061E+03   0.109441E+02  -0.173194E+02   0.656004E+05   0.103326E+02
  1961   0.205149E+03   0.109033E+02  -0.174671E+02   0.655224E+05   0.103535E+02
  1962   0.205245E+03   0.108617E+02  -0.176115E+02   0.654446E+05   0.103741E+02
  1963   0.205349E+03   0.108186E+02  -0.177524E+02   0.653668E+05   0.103943E+02
  1964   0.205462E+03   0.107747E+02  -0.178906E+02   0.652892E+05   0.104141E+02
  1965   0.205590E+03   0.107293E+02  -0.180255E+02   0.652117E+05   0.104336E+02
  1966   0.205719E+03   0.106824E+02  -0.181576E+02   0.651342E+05   0.104526E+02
  1967   0.205864E+03   0.106355E+02  -0.182863E+02   0.650570E+05   0.104713E+02
  1968   0.206002E+03   0.105870E+02  -0.184116E+02   0.649798E+05   0.104896E+02
  1969   0.206163E+03   0.105378E+02  -0.185334E+02   0.649027E+05   0.105075E+02
  1970   0.206318E+03   0.104893E+02  -0.186518E+02   0.648257E+05   0.105250E+02
  1971   0.206489E+03   0.104385E+02  -0.187667E+02   0.647489E+05   0.105421E+02
  1972   0.206660E+03   0.103862E+02  -0.188774E+02   0.646721E+05   0.105588E+02
  1973   0.206840E+03   0.103346E+02  -0.189854E+02   0.645955E+05   0.105751E+02
  1974   0.207035E+03   0.102807E+02  -0.190899E+02   0.645190E+05   0.105909E+02
  1975   0.207225E+03   0.102268E+02  -0.191910E+02   0.644426E+05   0.106063E+02
  1976   0.207422E+03   0.101713E+02  -0.192878E+02   0.643663E+05   0.106213E+02
  1977   0.207628E+03   0.101158E+02  -0.193811E+02   0.642901E+05   0.106358E+02
  1978   0.207835E+03   0.100595E+02  -0.194702E+02   0.642140E+05   0.106499E+02
  1979   0.208050E+03   0.100024E+02  -0.195557E+02   0.641381E+05   0.106636E+02
  1980   0.208274E+03   0.994454E+01  -0.196378E+02   0.640622E+05   0.106767E+02
  1981   0.208491E+03   0.988586E+01  -0.197156E+02   0.639865E+05   0.106894E+02
  1982   0.208717E+03   0.982639E+01  -0.197899E+02   0.639108E+05   0.107017E+02
  1983   0.208951E+03   0.976611E+01  -0.198606E+02   0.638353E+05   0.107134E+02
  1984   0.209187E+03   0.970578E+01  -0.199271E+02   0.637599E+05   0.107247E+02
  1985   0.209430E+03   0.964390E+01  -0.199900E+02   0.636846E+05   0.107355E+02
  1986   0.209668E+03   0.958196E+01  -0.200487E+02   0.636094E+05   0.107458E+02
  1987   0.209906E+03   0.951995E+01  -0.201038E+02   0.635343E+05   0.107557E+02
  1988   0.210153E+03   0.945714E+01  -0.201545E+02   0.634593E+05   0.107650E+02
  1989   0.210401E+03   0.939426E+01  -0.202003E+02   0.633844E+05   0.107738E+02
  1990   0.210658E+03   0.933057E+01  -0.202440E+02   0.633096E+05   0.107820E+02
  1991   0.210901E+03   0.926532E+01  -0.202826E+02   0.632350E+05   0.107898E+02
  1992   0.211145E+03   0.920074E+01  -0.203176E+02   0.631604E+05   0.107970E+02
  1993   0.211398E+03   0.913609E+01  -0.203483E+02   0.630860E+05   0.108037E+02
  1994   0.211652E+03   0.906988E+01  -0.203754E+02   0.630116E+05   0.108099E+02
  1995   0.211914E+03   0.900359E+01  -0.203989E+02   0.629374E+05   0.108155E+02
  1996   0.212163E+03   0.893648E+01  -0.204180E+02   0.628633E+05   0.108206E+02
  1997   0.212413E+03   0.886929E+01  -0.204321E+02   0.627892E+05   0.108251E+02
  1998   0.212671E+03   0.880276E+01  -0.204425E+02   0.627153E+05   0.108291E+02
  1999   0.212924E+03   0.873466E+01  -0.204501E+02   0.626415E+05   0.108325E+02
  2000   0.213170E+03   0.866722E+01  -0.204526E+02   0.625678E+05   0.108353E+02
  2001   0.213425E+03   0.859969E+01  -0.204514E+02   0.624942E+05   0.108375E+02
  2002   0.213674E+03   0.853133E+01  -0.204466E+02   0.624207E+05   0.108392E+02
  2003   0.213923E+03   0.846289E+01  -0.204374E+02   0.623473E+05   0.108403E+02
  2004   0.214175E+03   0.839436E+01  -0.204245E+02   0.622740E+05   0.108408E+02
  2005   0.214412E+03   0.832500E+01  -0.204072E+02   0.622008E+05   0.108407E+02
  2006   0.214658E+03   0.825704E+01  -0.203870E+02   0.621277E+05   0.108400E+02
  2007   0.214890E+03   0.818750E+01  -0.203617E+02   0.620547E+05   0.108388E+02
  2008   0.215131E+03   0.811789E+01  -0.203334E+02   0.619818E+05   0.108369E+02
  2009   0.215366E+03   0.804892E+01  -0.203000E+02   0.619091E+05   0.108345E+02
  2010   0.215587E+03   0.797988E+01  -0.202636E+02   0.618364E+05   0.108315E+02
  2011   0.215817E+03   0.791000E+01  -0.202235E+02   0.617638E+05   0.108278E+02
  2012   0.216040E+03   0.784079E+01  -0.201797E+02   0.616914E+05   0.108236E+02
  2013   0.216249E+03   0.777074E+01  -0.201322E+02   0.616190E+05   0.108188E+02
  2014   0.216467E+03   0.770210E+01  -0.200795E+02   0.615467E+05   0.108133E+02
  2015   0.216679E+03   0.763262E+01  -0.200253E+02   0.614746E+05   0.108073E+02
  2016   0.216891E+03   0.756381E+01  -0.199659E+02   0.614025E+05   0.108007E+02
  2017   0.217083E+03   0.749491E+01  -0.199034E+02   0.613306E+05   0.107934E+02
  2018   0.217275E+03   0.742608E+01  -0.198373E+02   0.612587E+05   0.107855E+02
  2019   0.217461E+03   0.735731E+01  -0.197659E+02   0.611870E+05   0.107771E+02
  2020   0.217648E+03   0.728861E+01  -0.196930E+02   0.611153E+05   0.107680E+02
  2021   0.217829E+03   0.722056E+01  -0.196156E+02   0.610438E+05   0.107583E+02
  2022   0.217996E+03   0.715258E+01  -0.195352E+02   0.609723E+05   0.107480E+02
  2023   0.218156E+03   0.708481E+01  -0.194510E+02   0.609010E+05   0.107370E+02
  2024   0.218317E+03   0.701726E+01  -0.193637E+02   0.608297E+05   0.107255E+02
  2025   0.218457E+03   0.694999E+01  -0.192727E+02   0.607586E+05   0.107133E+02
  2026   0.218605E+03   0.688302E+01  -0.191786E+02   0.606875E+05   0.107005E+02
  2027   0.218747E+03   0.681648E+01  -0.190807E+02   0.606166E+05   0.106870E+02
  2028   0.218868E+03   0.675023E+01  -0.189798E+02   0.605458E+05   0.106729E+02
  2029   0.218996E+03   0.668434E+01  -0.188758E+02   0.604750E+05   0.106582E+02
  2030   0.219104E+03   0.661882E+01  -0.187687E+02   0.604044E+05   0.106429E+02
  2031   0.219204E+03   0.655373E+01  -0.186586E+02   0.603338E+05   0.106269E+02
  2032   0.219306E+03   0.648901E+01  -0.185453E+02   0.602634E+05   0.106103E+02
  2033   0.219394E+03   0.642488E+01  -0.184290E+02   0.601930E+05   0.105931E+02
  2034   0.219482E+03   0.636118E+01  -0.183096E+02   0.601228E+05   0.105752E+02
  2035   0.219549E+03   0.629792E+01  -0.181870E+02   0.600526E+05   0.105567E+02
  2036   0.219610E+03   0.623518E+01  -0.180621E+02   0.599826E+05   0.105375E+02
  2037   0.219671E+03   0.617302E+01  -0.179341E+02   0.599126E+05   0.105177E+02
