#    L    TT             EE             TE             PP             TP          
   322   0.315975E+04   0.124154E+02   0.111645E+03   0.151831E+07   0.841454E+03
   323   0.312880E+04   0.125940E+02   0.111199E+03   0.151253E+07   0.833575E+03
   324   0.309798E+04   0.127734E+02   0.110709E+03   0.150678E+07   0.825758E+03
   325   0.306738E+04   0.129500E+02   0.110199E+03   0.150107E+07   0.818003E+03
   326   0.303683E+04   0.131281E+02   0.109638E+03   0.149539E+07   0.810309E+03
   327   0.300649E+04   0.133056E+02   0.109048E+03   0.148973E+07   0.802677E+03
   328   0.297636E+04   0.134816E+02   0.108430E+03   0.148411E+07   0.795107E+03
   329   0.294636E+04   0.136578E+02   0.107769E+03   0.147852E+07   0.787598E+03
   330   0.291657E+04   0.138325E+02   0.107072E+03   0.147297E+07   0.780151E+03
   331   0.288706E+04   0.140066E+02   0.106346E+03   0.146744E+07   0.772766E+03
   332   0.285768E+04   0.141808E+02   0.105591E+03   0.146194E+07   0.765443E+03
   333   0.282851E+04   0.143536E+02   0.104801E+03   0.145647E+07   0.758181E+03
   334   0.279961E+04   0.145258E+02   0.103974E+03   0.145103E+07   0.750981E+03
   335   0.277084E+04   0.146959E+02   0.103111E+03   0.144562E+07   0.743844E+03
   336   0.274236E+04   0.148653E+02   0.102220E+03   0.144024E+07   0.736768E+03
   337   0.271415E+04   0.150341E+02   0.101284E+03   0.143488E+07   0.729754E+03
   338   0.268614E+04   0.152008E+02   0.100328E+03   0.142956E+07   0.722802E+03
   339   0.265848E+04   0.153676E+02   0.993352E+02   0.142426E+07   0.715912E+03
   340   0.263103E+04   0.155324E+02   0.983211E+02   0.141899E+07   0.709084E+03
   341   0.260378E+04   0.156950E+02   0.972632E+02   0.141375E+07   0.702318E+03
   342   0.257688E+04   0.158577E+02   0.961764E+02   0.140854E+07   0.695614E+03
   343   0.255025E+04   0.160177E+02   0.950607E+02   0.140335E+07   0.688973E+03
   344   0.252397E+04   0.161762E+02   0.939161E+02   0.139819E+07   0.682393E+03
   345   0.249789E+04   0.163327E+02   0.927425E+02   0.139306E+07   0.675876E+03
   346   0.247216E+04   0.164886E+02   0.915473E+02   0.138795E+07   0.669421E+03
   347   0.244670E+04   0.166417E+02   0.903156E+02   0.138287E+07   0.663029E+03
   348   0.242159E+04   0.167927E+02   0.890548E+02   0.137781E+07   0.656698E+03
   349   0.239675E+04   0.169423E+02   0.877650E+02   0.137278E+07   0.650430E+03
   350   0.237226E+04   0.170892E+02   0.864534E+02   0.136778E+07   0.644225E+03
   351   0.234826E+04   0.172347E+02   0.851127E+02   0.136280E+07   0.638081E+03
   352   0.232439E+04   0.173782E+02   0.837428E+02   0.135784E+07   0.631999E+03
   353   0.230093E+04   0.175188E+02   0.823585E+02   0.135291E+07   0.625975E+03
   354   0.227775E+04   0.176574E+02   0.809376E+02   0.134800E+07   0.620009E+03
   355   0.225499E+04   0.177939E+02   0.794947E+02   0.134312E+07   0.614100E+03
   356   0.223257E+04   0.179284E+02   0.780374E+02   0.133826E+07   0.608245E+03
   357   0.221051E+04   0.180601E+02   0.765506E+02   0.133343E+07   0.602443E+03
   358   0.218886E+04   0.181882E+02   0.750493E+02   0.132862E+07   0.596692E+03
   359   0.216749E+04   0.183142E+02   0.735185E+02   0.132383E+07   0.590991E+03
   360   0.214654E+04   0.184382E+02   0.719694E+02   0.131907E+07   0.585338E+03
   361   0.212593E+04   0.185594E+02   0.703974E+02   0.131433E+07   0.579732E+03
   362   0.210575E+04   0.186777E+02   0.688055E+02   0.130961E+07   0.574172E+03
   363   0.208592E+04   0.187940E+02   0.671959E+02   0.130492E+07   0.568654E+03
   364   0.206651E+04   0.189061E+02   0.655648E+02   0.130024E+07   0.563179E+03
   365   0.204745E+04   0.190160E+02   0.639181E+02   0.129560E+07   0.557744E+03
   366   0.202882E+04   0.191231E+02   0.622528E+02   0.129097E+07   0.552348E+03
   367   0.201060E+04   0.192260E+02   0.605711E+02   0.128637E+07   0.546989E+03
   368   0.199267E+04   0.193268E+02   0.588744E+02   0.128179E+07   0.541666E+03
   369   0.197530E+04   0.194248E+02   0.571606E+02   0.127723E+07   0.536376E+03
   370   0.195828E+04   0.195192E+02   0.554346E+02   0.127270E+07   0.531120E+03
   371   0.194162E+04   0.196101E+02   0.536929E+02   0.126818E+07   0.525894E+03
   372   0.192538E+04   0.196982E+02   0.519398E+02   0.126369E+07   0.520698E+03
   373   0.190956E+04   0.197828E+02   0.501723E+02   0.125922E+07   0.515529E+03
   374   0.189417E+04   0.198645E+02   0.483940E+02   0.125477E+07   0.510387E+03
   375   0.187913E+04   0.199427E+02   0.466050E+02   0.125035E+07   0.505269E+03
   376   0.186460E+04   0.200181E+02   0.448052E+02   0.124594E+07   0.500175E+03
   377   0.185048E+04   0.200892E+02   0.429975E+02   0.124155E+07   0.495102E+03
   378   0.183672E+04   0.201568E+02   0.411789E+02   0.123719E+07   0.490049E+03
   379   0.182339E+04   0.202215E+02   0.393539E+02   0.123285E+07   0.485014E+03
   380   0.181055E+04   0.202835E+02   0.375201E+02   0.122852E+07   0.479996E+03
   381   0.179807E+04   0.203389E+02   0.356805E+02   0.122422E+07   0.474993E+03
   382   0.178594E+04   0.203931E+02   0.338359E+02   0.121994E+07   0.470004E+03
   383   0.177431E+04   0.204429E+02   0.319846E+02   0.121568E+07   0.465027E+03
   384   0.176319E+04   0.204885E+02   0.301304E+02   0.121144E+07   0.460060E+03
   385   0.175234E+04   0.205319E+02   0.282717E+02   0.120722E+07   0.455103E+03
   386   0.174200E+04   0.205712E+02   0.264108E+02   0.120301E+07   0.450153E+03
   387   0.173201E+04   0.206061E+02   0.245476E+02   0.119883E+07   0.445208E+03
   388   0.172245E+04   0.206375E+02   0.226834E+02   0.119467E+07   0.440268E+03
   389   0.171331E+04   0.206631E+02   0.208184E+02   0.119053E+07   0.435330E+03
   390   0.170461E+04   0.206881E+02   0.189547E+02   0.118640E+07   0.430394E+03
   391   0.169633E+04   0.207081E+02   0.170907E+02   0.118230E+07   0.425457E+03
   392   0.168841E+04   0.207261E+02   0.152294E+02   0.117821E+07   0.420518E+03
   393   0.168100E+04   0.207390E+02   0.133701E+02   0.117415E+07   0.415575E+03
   394   0.167393E+04   0.207484E+02   0.115148E+02   0.117010E+07   0.410627E+03
   395   0.166723E+04   0.207535E+02   0.966214E+01   0.116607E+07   0.405672E+03
   396   0.166103E+04   0.207550E+02   0.781557E+01   0.116206E+07   0.400709E+03
   397   0.165511E+04   0.207530E+02   0.597374E+01   0.115806E+07   0.395736E+03
   398   0.164969E+04   0.207468E+02   0.413793E+01   0.115409E+07   0.390751E+03
   399   0.164464E+04   0.207369E+02   0.230899E+01   0.115013E+07   0.385753E+03
   400   0.163994E+04   0.207236E+02   0.487750E+00   0.114619E+07   0.380741E+03
   401   0.163567E+04   0.207060E+02  -0.132521E+01   0.114227E+07   0.375713E+03
   402   0.163183E+04   0.206840E+02  -0.312900E+01   0.113836E+07   0.370670E+03
   403   0.162835E+04   0.206593E+02  -0.492303E+01   0.113447E+07   0.365615E+03
   404   0.162523E+04   0.206303E+02  -0.670575E+01   0.113060E+07   0.360549E+03
   405   0.162254E+04   0.205969E+02  -0.847798E+01   0.112675E+07   0.355475E+03
   406   0.162014E+04   0.205608E+02  -0.102375E+02   0.112292E+07   0.350393E+03
   407   0.161817E+04   0.205203E+02  -0.119858E+02   0.111910E+07   0.345306E+03
   408   0.161656E+04   0.204763E+02  -0.137185E+02   0.111530E+07   0.340216E+03
   409   0.161538E+04   0.204294E+02  -0.154378E+02   0.111151E+07   0.335124E+03
   410   0.161449E+04   0.203774E+02  -0.171429E+02   0.110775E+07   0.330032E+03
   411   0.161404E+04   0.203226E+02  -0.188316E+02   0.110400E+07   0.324942E+03
   412   0.161387E+04   0.202643E+02  -0.205048E+02   0.110026E+07   0.319857E+03
   413   0.161407E+04   0.202023E+02  -0.221608E+02   0.109655E+07   0.314777E+03
   414   0.161455E+04   0.201367E+02  -0.237998E+02   0.109284E+07   0.309705E+03
   415   0.161547E+04   0.200682E+02  -0.254194E+02   0.108916E+07   0.304642E+03
   416   0.161668E+04   0.199954E+02  -0.270213E+02   0.108549E+07   0.299591E+03
   417   0.161818E+04   0.199196E+02  -0.286046E+02   0.108184E+07   0.294552E+03
   418   0.162004E+04   0.198388E+02  -0.301664E+02   0.107821E+07   0.289529E+03
   419   0.162226E+04   0.197559E+02  -0.317075E+02   0.107459E+07   0.284522E+03
   420   0.162478E+04   0.196700E+02  -0.332278E+02   0.107099E+07   0.279534E+03
   421   0.162766E+04   0.195805E+02  -0.347259E+02   0.106740E+07   0.274567E+03
   422   0.163083E+04   0.194874E+02  -0.362026E+02   0.106383E+07   0.269622E+03
   423   0.163422E+04   0.193906E+02  -0.376556E+02   0.106028E+07   0.264701E+03
   424   0.163791E+04   0.192909E+02  -0.390856E+02   0.105674E+07   0.259806E+03
   425   0.164195E+04   0.191875E+02  -0.404905E+02   0.105322E+07   0.254938E+03
   426   0.164630E+04   0.190819E+02  -0.418710E+02   0.104971E+07   0.250101E+03
   427   0.165086E+04   0.189727E+02  -0.432279E+02   0.104622E+07   0.245295E+03
   428   0.165571E+04   0.188606E+02  -0.445574E+02   0.104274E+07   0.240522E+03
   429   0.166078E+04   0.187455E+02  -0.458611E+02   0.103928E+07   0.235784E+03
   430   0.166622E+04   0.186282E+02  -0.471389E+02   0.103584E+07   0.231084E+03
   431   0.167188E+04   0.185072E+02  -0.483894E+02   0.103241E+07   0.226422E+03
   432   0.167769E+04   0.183833E+02  -0.496134E+02   0.102899E+07   0.221800E+03
   433   0.168387E+04   0.182579E+02  -0.508078E+02   0.102559E+07   0.217222E+03
   434   0.169020E+04   0.181287E+02  -0.519757E+02   0.102221E+07   0.212687E+03
   435   0.169675E+04   0.179981E+02  -0.531148E+02   0.101884E+07   0.208199E+03
   436   0.170359E+04   0.178646E+02  -0.542251E+02   0.101548E+07   0.203759E+03
   437   0.171066E+04   0.177280E+02  -0.553053E+02   0.101214E+07   0.199368E+03
   438   0.171787E+04   0.175892E+02  -0.563552E+02   0.100882E+07   0.195030E+03
   439   0.172539E+04   0.174489E+02  -0.573764E+02   0.100551E+07   0.190744E+03
   440   0.173305E+04   0.173056E+02  -0.583659E+02   0.100221E+07   0.186514E+03
   441   0.174094E+04   0.171601E+02  -0.593259E+02   0.998933E+06   0.182342E+03
   442   0.174890E+04   0.170123E+02  -0.602543E+02   0.995666E+06   0.178228E+03
   443   0.175717E+04   0.168630E+02  -0.611518E+02   0.992414E+06   0.174175E+03
   444   0.176558E+04   0.167121E+02  -0.620168E+02   0.989176E+06   0.170185E+03
   445   0.177415E+04   0.165575E+02  -0.628503E+02   0.985953E+06   0.166259E+03
   446   0.178279E+04   0.164028E+02  -0.636506E+02   0.982743E+06   0.162399E+03
   447   0.179167E+04   0.162466E+02  -0.644200E+02   0.979548E+06   0.158608E+03
   448   0.180062E+04   0.160873E+02  -0.651571E+02   0.976366E+06   0.154887E+03
   449   0.180979E+04   0.159273E+02  -0.658604E+02   0.973199E+06   0.151238E+03
   450   0.181912E+04   0.157664E+02  -0.665321E+02   0.970045E+06   0.147662E+03
   451   0.182854E+04   0.156032E+02  -0.671699E+02   0.966905E+06   0.144161E+03
   452   0.183803E+04   0.154392E+02  -0.677761E+02   0.963779E+06   0.140735E+03
   453   0.184775E+04   0.152744E+02  -0.683485E+02   0.960667E+06   0.137383E+03
   454   0.185747E+04   0.151080E+02  -0.688884E+02   0.957568E+06   0.134104E+03
   455   0.186728E+04   0.149407E+02  -0.693958E+02   0.954482E+06   0.130896E+03
   456   0.187731E+04   0.147719E+02  -0.698640E+02   0.951410E+06   0.127760E+03
   457   0.188728E+04   0.146030E+02  -0.703071E+02   0.948351E+06   0.124693E+03
   458   0.189741E+04   0.144332E+02  -0.707065E+02   0.945306E+06   0.121696E+03
   459   0.190761E+04   0.142633E+02  -0.710777E+02   0.942274E+06   0.118768E+03
   460   0.191790E+04   0.140918E+02  -0.714147E+02   0.939255E+06   0.115907E+03
   461   0.192819E+04   0.139201E+02  -0.717182E+02   0.936249E+06   0.113112E+03
   462   0.193857E+04   0.137476E+02  -0.719824E+02   0.933256E+06   0.110383E+03
   463   0.194895E+04   0.135757E+02  -0.722256E+02   0.930276E+06   0.107719E+03
   464   0.195934E+04   0.134037E+02  -0.724181E+02   0.927309E+06   0.105119E+03
   465   0.196974E+04   0.132315E+02  -0.725897E+02   0.924355E+06   0.102581E+03
   466   0.198022E+04   0.130585E+02  -0.727180E+02   0.921414E+06   0.100106E+03
   467   0.199079E+04   0.128860E+02  -0.728177E+02   0.918486E+06   0.976923E+02
   468   0.200128E+04   0.127141E+02  -0.728815E+02   0.915570E+06   0.953387E+02
   469   0.201179E+04   0.125414E+02  -0.729168E+02   0.912666E+06   0.930444E+02
   470   0.202238E+04   0.123699E+02  -0.729160E+02   0.909776E+06   0.908087E+02
   471   0.203276E+04   0.121998E+02  -0.728791E+02   0.906898E+06   0.886307E+02
   472   0.204330E+04   0.120294E+02  -0.728136E+02   0.904032E+06   0.865093E+02
   473   0.205377E+04   0.118597E+02  -0.727119E+02   0.901178E+06   0.844438E+02
   474   0.206425E+04   0.116913E+02  -0.725814E+02   0.898337E+06   0.824333E+02
   475   0.207474E+04   0.115226E+02  -0.724147E+02   0.895508E+06   0.804768E+02
   476   0.208509E+04   0.113560E+02  -0.722140E+02   0.892691E+06   0.785734E+02
   477   0.209537E+04   0.111900E+02  -0.719888E+02   0.889886E+06   0.767223E+02
   478   0.210567E+04   0.110245E+02  -0.717206E+02   0.887094E+06   0.749226E+02
   479   0.211591E+04   0.108610E+02  -0.714338E+02   0.884313E+06   0.731733E+02
   480   0.212608E+04   0.106988E+02  -0.711092E+02   0.881544E+06   0.714736E+02
   481   0.213618E+04   0.105379E+02  -0.707502E+02   0.878787E+06   0.698226E+02
   482   0.214630E+04   0.103790E+02  -0.703630E+02   0.876042E+06   0.682194E+02
   483   0.215621E+04   0.102213E+02  -0.699496E+02   0.873308E+06   0.666631E+02
   484   0.216598E+04   0.100657E+02  -0.695041E+02   0.870586E+06   0.651528E+02
   485   0.217584E+04   0.991129E+01  -0.690279E+02   0.867876E+06   0.636875E+02
   486   0.218556E+04   0.975963E+01  -0.685233E+02   0.865177E+06   0.622665E+02
   487   0.219514E+04   0.960996E+01  -0.679901E+02   0.862489E+06   0.608888E+02
   488   0.220459E+04   0.946153E+01  -0.674275E+02   0.859813E+06   0.595535E+02
   489   0.221397E+04   0.931582E+01  -0.668372E+02   0.857148E+06   0.582598E+02
   490   0.222329E+04   0.917283E+01  -0.662181E+02   0.854495E+06   0.570066E+02
   491   0.223233E+04   0.903181E+01  -0.655734E+02   0.851852E+06   0.557932E+02
   492   0.224138E+04   0.889349E+01  -0.649022E+02   0.849221E+06   0.546187E+02
   493   0.225030E+04   0.875640E+01  -0.642029E+02   0.846601E+06   0.534821E+02
   494   0.225908E+04   0.862349E+01  -0.634793E+02   0.843992E+06   0.523825E+02
   495   0.226765E+04   0.849253E+01  -0.627299E+02   0.841394E+06   0.513191E+02
   496   0.227609E+04   0.836500E+01  -0.619560E+02   0.838806E+06   0.502910E+02
   497   0.228439E+04   0.824016E+01  -0.611569E+02   0.836229E+06   0.492972E+02
   498   0.229256E+04   0.811726E+01  -0.603356E+02   0.833664E+06   0.483369E+02
   499   0.230067E+04   0.799852E+01  -0.594889E+02   0.831108E+06   0.474092E+02
   500   0.230857E+04   0.788171E+01  -0.586214E+02   0.828564E+06   0.465131E+02
   501   0.231619E+04   0.776906E+01  -0.577315E+02   0.826030E+06   0.456480E+02
   502   0.232382E+04   0.765981E+01  -0.568192E+02   0.823506E+06   0.448133E+02
   503   0.233117E+04   0.755324E+01  -0.558867E+02   0.820993E+06   0.440089E+02
   504   0.233831E+04   0.745009E+01  -0.549323E+02   0.818490E+06   0.432344E+02
   505   0.234546E+04   0.735110E+01  -0.539599E+02   0.815998E+06   0.424896E+02
   506   0.235225E+04   0.725568E+01  -0.529672E+02   0.813516E+06   0.417742E+02
   507   0.235899E+04   0.716353E+01  -0.519563E+02   0.811044E+06   0.410879E+02
   508   0.236544E+04   0.707570E+01  -0.509264E+02   0.808583E+06   0.404304E+02
   509   0.237176E+04   0.699123E+01  -0.498806E+02   0.806131E+06   0.398014E+02
   510   0.237779E+04   0.691078E+01  -0.488179E+02   0.803690E+06   0.392007E+02
   511   0.238376E+04   0.683406E+01  -0.477384E+02   0.801259E+06   0.386280E+02
   512   0.238945E+04   0.676152E+01  -0.466436E+02   0.798838E+06   0.380830E+02
   513   0.239500E+04   0.669294E+01  -0.455348E+02   0.796428E+06   0.375654E+02
   514   0.240033E+04   0.662862E+01  -0.444120E+02   0.794027E+06   0.370750E+02
   515   0.240546E+04   0.656848E+01  -0.432752E+02   0.791636E+06   0.366114E+02
   516   0.241038E+04   0.651260E+01  -0.421259E+02   0.789255E+06   0.361743E+02
   517   0.241501E+04   0.646114E+01  -0.409647E+02   0.786884E+06   0.357636E+02
   518   0.241951E+04   0.641394E+01  -0.397923E+02   0.784522E+06   0.353789E+02
   519   0.242386E+04   0.637123E+01  -0.386080E+02   0.782171E+06   0.350199E+02
   520   0.242793E+04   0.633294E+01  -0.374147E+02   0.779829E+06   0.346864E+02
   521   0.243172E+04   0.629915E+01  -0.362123E+02   0.777497E+06   0.343780E+02
   522   0.243529E+04   0.627008E+01  -0.350009E+02   0.775175E+06   0.340945E+02
   523   0.243873E+04   0.624558E+01  -0.337819E+02   0.772862E+06   0.338357E+02
   524   0.244195E+04   0.622566E+01  -0.325559E+02   0.770559E+06   0.336011E+02
   525   0.244481E+04   0.621047E+01  -0.313222E+02   0.768265E+06   0.333906E+02
   526   0.244753E+04   0.620001E+01  -0.300830E+02   0.765981E+06   0.332039E+02
   527   0.245019E+04   0.619428E+01  -0.288389E+02   0.763706E+06   0.330407E+02
   528   0.245249E+04   0.619329E+01  -0.275916E+02   0.761441E+06   0.329006E+02
   529   0.245457E+04   0.619733E+01  -0.263393E+02   0.759185E+06   0.327835E+02
   530   0.245637E+04   0.620618E+01  -0.250858E+02   0.756939E+06   0.326891E+02
   531   0.245817E+04   0.621978E+01  -0.238280E+02   0.754701E+06   0.326170E+02
   532   0.245954E+04   0.623842E+01  -0.225698E+02   0.752473E+06   0.325670E+02
   533   0.246069E+04   0.626195E+01  -0.213109E+02   0.750255E+06   0.325387E+02
   534   0.246163E+04   0.629045E+01  -0.200522E+02   0.748045E+06   0.325320E+02
   535   0.246235E+04   0.632400E+01  -0.187942E+02   0.745845E+06   0.325466E+02
   536   0.246286E+04   0.636245E+01  -0.175371E+02   0.743653E+06   0.325821E+02
   537   0.246323E+04   0.640588E+01  -0.162822E+02   0.741471E+06   0.326383E+02
   538   0.246324E+04   0.645444E+01  -0.150302E+02   0.739297E+06   0.327148E+02
   539   0.246310E+04   0.650783E+01  -0.137819E+02   0.737133E+06   0.328115E+02
   540   0.246275E+04   0.656651E+01  -0.125379E+02   0.734977E+06   0.329280E+02
   541   0.246211E+04   0.663002E+01  -0.112982E+02   0.732831E+06   0.330641E+02
   542   0.246133E+04   0.669860E+01  -0.100650E+02   0.730693E+06   0.332195E+02
   543   0.246025E+04   0.677231E+01  -0.883780E+01   0.728564E+06   0.333938E+02
   544   0.245904E+04   0.685103E+01  -0.761755E+01   0.726444E+06   0.335869E+02
   545   0.245753E+04   0.693473E+01  -0.640480E+01   0.724332E+06   0.337983E+02
   546   0.245588E+04   0.702322E+01  -0.520055E+01   0.722230E+06   0.340280E+02
   547   0.245395E+04   0.711670E+01  -0.400505E+01   0.720135E+06   0.342755E+02
   548   0.245186E+04   0.721519E+01  -0.281931E+01   0.718050E+06   0.345406E+02
   549   0.244957E+04   0.731868E+01  -0.164398E+01   0.715973E+06   0.348230E+02
   550   0.244705E+04   0.742718E+01  -0.479617E+00   0.713904E+06   0.351224E+02
